id,title,franchise,release_year,genres,vote_average,vote_count,director,top_actors,keywords
164,Murder in the First,,1995,"Crime, Drama",6.9,140,Marc Rocco,"Christian Slater, Kevin Bacon, Gary Oldman","prison, prisoner, lawyer, courtroom, 1940s"
165,Nobody's Fool,,1994,"Comedy, Drama",7.0,56,Robert Benton,"Paul Newman, Bruce Willis, Melanie Griffith","retirement, drama"
166,Nell,,1994,"Drama, Thriller",6.1,128,Michael Apted,"Jodie Foster, Liam Neeson, Natasha Richardson","loss of mother, autism, lake, feral child, forest"
167,Natural Born Killers,,1994,"Crime, Drama, Thriller",6.9,927,Oliver Stone,"Woody Harrelson, Juliette Lewis, Robert Downey Jr.","sadistic, journalist, mass murder, trauma, daughter"
168,Only You,,1994,"Comedy, Drama, Romance",6.4,92,Norman Jewison,"Marisa Tomei, Robert Downey Jr., Bonnie Hunt","venice, italy, fortune teller, soulmates, cheating"
169,Once Were Warriors,Once were Warriors,1994,Drama,7.6,106,Lee Tamahori,"Rena Owen, Temuera Morrison, Mamaengaroa Kerr-Bell","individual, suicide, tattoo, alcohol, rape"
170,Outbreak,,1995,"Action, Drama, Science Fiction, Thriller",6.4,522,Wolfgang Petersen,"Dustin Hoffman, Rene Russo, Morgan Freeman","river, general, research, army, monkey"
171,Leon: The Professional,,1994,"Crime, Drama, Thriller",8.2,4293,Luc Besson,"Jean Reno, Natalie Portman, Gary Oldman","new york, corruption, assassin, police brutality, loss of family"
172,Pulp Fiction,,1994,"Crime, Thriller",8.3,8670,Quentin Tarantino,"John Travolta, Samuel L. Jackson, Uma Thurman","transporter, brothel, drug dealer, boxer, redemption"
173,Quiz Show,,1994,"Drama, History",7.1,262,Robert Redford,"John Turturro, Rob Morrow, Ralph Fiennes","television, tv show, manipulation, investigation, lawyer"
174,Queen Margot,,1994,"Drama, History",7.0,67,Patrice Chéreau,"Isabelle Adjani, Daniel Auteuil, Jean-Hugues Anglade","royalty, slaughter"
175,The Quick and the Dead,,1995,"Action, Western",6.2,431,Sam Raimi,"Sharon Stone, Gene Hackman, Russell Crowe","gunslinger, revenge, shootout, pistol"
176,Three Colors: Red,Three Colors,1994,"Drama, Mystery, Romance",7.8,246,Krzysztof Kieślowski,"Irène Jacob, Jean-Louis Trintignant, Jean-Pierre Lorit","judge, isolation, mannequin, travel, dog"
177,Three Colors: Blue,Three Colors,1993,"Drama, Mystery",7.7,311,Krzysztof Kieślowski,"Juliette Binoche, Benoît Régent, Florence Pernel","paris, pain, loss of husband"
178,Three Colors: White,Three Colors,1994,"Comedy, Drama, Mystery",7.3,218,Krzysztof Kieślowski,"Zbigniew Zamachowski, Julie Delpy, Janusz Gajos","hairdresser, funeral, business man"
179,The Swan Princess,Swan Princess Series,1994,Animation,6.5,251,Richard Rich,"Michelle Nicastro, Jack Palance, Howard McGillin",princess
180,The Specialist,,1994,"Action, Thriller",5.5,317,Luis Llosa,"Sylvester Stallone, Sharon Stone, James Woods","explosive, revenge"
181,Stargate,,1994,"Action, Adventure, Science Fiction",6.8,942,Roland Emmerich,"Kurt Russell, James Spader, Jaye Davidson","space travel, teleportation, outer space"
182,The Santa Clause,The Santa Clause,1994,"Comedy, Drama, Family, Fantasy",6.3,501,John Pasquin,"Tim Allen, Judge Reinhold, Wendy Crewson","holiday, christmas party, santa claus, christmas tree, christmas"
183,The Shawshank Redemption,,1994,"Crime, Drama",8.5,8358,Frank Darabont,"Tim Robbins, Morgan Freeman, Bob Gunton","prison, corruption, police brutality, prison cell, escape from prison"
184,Shallow Grave,,1994,"Crime, Thriller",7.0,247,Danny Boyle,"Kerry Fox, Christopher Eccleston, Ewan McGregor","roommate, overdose, grave, suspense, dark comedy"
185,Swimming with Sharks,,1994,"Comedy, Crime",6.7,104,George Huang,"Kevin Spacey, Frank Whaley, Michelle Forbes",independent film
186,To Live,,1994,"Drama, Romance, War",7.7,62,Zhang Yimou,"Ge You, Gong Li, Niu Ben","gambling, china, child abuse, communist, epic"
187,Tank Girl,,1995,"Action, Comedy, Fantasy, Science Fiction",5.5,140,Rachel Talalay,"Lori Petty, Ice-T, Naomi Watts","destroy, dystopia, reincarnation, desert, woman director"
188,Tales from the Crypt: Demon Knight,Tales from the Crypt,1995,"Comedy, Horror, Thriller",6.7,96,Ernest R. Dickerson,"Billy Zane, William Sadler, Jada Pinkett Smith","prostitute, key, god, good vs evil, blood"
189,Star Trek: Generations,Star Trek: The Next Generation,1994,"Action, Adventure, Science Fiction, Thriller",6.4,461,David Carson,"Patrick Stewart, Jonathan Frakes, Brent Spiner","based on tv series, death"
190,Village of the Damned,,1995,"Horror, Science Fiction, Thriller",5.6,165,John Carpenter,"Christopher Reeve, Kirstie Alley, Linda Kozlowski","alien life-form, village, alien, pregnancy, doppelganger"
191,Tommy Boy,,1995,Comedy,6.8,321,Peter Segal,"Chris Farley, David Spade, Brian Dennehy",
192,What's Eating Gilbert Grape,,1993,"Drama, Romance",7.5,943,Lasse Hallström,"Johnny Depp, Leonardo DiCaprio, Juliette Lewis","brother brother relationship, widow, dysfunctional family, independent film"
193,Virtuosity,,1995,"Action, Crime, Science Fiction, Thriller",5.4,163,Brett Leonard,"Denzel Washington, Russell Crowe, Kelly Lynch","artificial intelligence, android, virtual reality, ex-cop"
194,While You Were Sleeping,,1995,"Comedy, Drama, Romance",6.5,340,Jon Turteltaub,"Sandra Bullock, Bill Pullman, Peter Gallagher","brother brother relationship, chicago, coma, subway, love of one's life"
195,Muriel's Wedding,,1994,"Comedy, Drama, Romance",6.9,104,P.J. Hogan,"Toni Collette, Bill Hunter, Rachel Griffiths","individual, becoming an adult, dream, return, love of one's life"
196,Ace Ventura: Pet Detective,Ace Ventura,1994,"Comedy, Mystery",6.4,1684,Tom Shadyac,"Jim Carrey, Sean Young, Courteney Cox",private detective
197,"The Adventures of Priscilla, Queen of the Desert",,1994,"Comedy, Drama",7.2,174,Stephan Elliott,"Terence Stamp, Hugo Weaving, Guy Pearce","gay, drag queen, homophobia, musical, van"
198,Bitter Moon,,1992,"Drama, Romance, Thriller",7.0,115,Roman Polanski,"Hugh Grant, Kristin Scott Thomas, Emmanuelle Seigner","eroticism, wheelchair, married couple, longing, marriage crisis"
199,Bullets Over Broadway,,1994,"Action, Comedy, Thriller",7.0,130,Woody Allen,"John Cusack, Dianne Wiest, Jennifer Tilly","lover (female), talent, mafia boss, author"
200,Clear and Present Danger,The Jack Ryan,1994,"Action, Drama, Thriller",6.4,390,Phillip Noyce,"Harrison Ford, Willem Dafoe, Anne Archer","assassination, spy, ambush, cia, helicopter"
201,The Client,,1994,"Crime, Drama, Mystery, Thriller",6.4,287,Joel Schumacher,"Susan Sarandon, Tommy Lee Jones, Mary-Louise Parker","suicide, brother brother relationship, witness protection, brother, investigation"
202,"Corrina, Corrina",,1994,"Comedy, Drama, Family, Romance",6.4,83,Jessie Nelson,"Whoopi Goldberg, Ray Liotta, Tina Majorino","loss of mother, daughter, friendship, mute, xenophobia"
203,The Crow,The Crow,1994,"Action, Fantasy, Thriller",7.3,980,Alex Proyas,"Brandon Lee, Rochelle Davis, Ernie Hudson","halloween, arson, detroit"
204,The Flintstones,The Flintstones (Live-Action),1994,"Comedy, Family, Fantasy",5.0,559,Brian Levant,"John Goodman, Elizabeth Perkins, Rick Moranis","jealousy, adoption, family's daily life, stone age, plan"
205,Forrest Gump,,1994,"Comedy, Drama, Romance",8.2,8147,Robert Zemeckis,"Tom Hanks, Robin Wright, Gary Sinise","vietnam veteran, hippie, running, based on novel, vietnam"
206,Four Weddings and a Funeral,,1994,"Comedy, Drama, Romance",6.6,654,Mike Newell,"Hugh Grant, Andie MacDowell, James Fleet","upper class, love at first sight, marriage proposal, love of one's life, lone wolf"
207,Higher Learning,,1995,"Crime, Drama, Romance",6.4,49,John Singleton,"Omar Epps, Kristy Swanson, Michael Rapaport","racism, violence"
208,I Love Trouble,,1994,"Action, Comedy, Romance",5.3,41,Charles Shyer,"Nick Nolte, Saul Rubinek, James Rebhorn","newspaper, adversary, reporter"
209,It Could Happen to You,,1994,"Comedy, Drama, Romance",6.1,154,Andrew Bergman,"Nicolas Cage, Bridget Fonda, Rosie Perez","waitress, cop"
210,The Jungle Book,,1994,"Adventure, Drama, Family",5.9,107,Stephen Sommers,"Jason Scott Lee, Cary Elwes, Lena Headey","indian lead, tiger, feral child, british, bear"
211,The Lion King,The Lion King,1994,"Animation, Drama, Family",8.0,5520,Roger Allers,"Jonathan Taylor Thomas, Matthew Broderick, James Earl Jones","loss of parents, uncle, redemption, king"
212,Little Buddha,,1993,"Drama, History",6.0,76,Bernardo Bertolucci,"Keanu Reeves, Bridget Fonda, Chris Isaak","reincarnation, independent film"
213,New Nightmare,A Nightmare on Elm Street,1994,"Fantasy, Horror, Mystery, Thriller",6.4,297,Wes Craven,"Heather Langenkamp, Robert Englund, Miko Hughes","fire, kidnapping, nightmare, earthquake, insomnia"
214,The Mask,The Mask,1994,"Comedy, Crime, Fantasy, Romance",6.6,2550,Chuck Russell,"Jim Carrey, Cameron Diaz, Nancy Fish","dual identity, bank"
215,Maverick,,1994,"Action, Adventure, Comedy, Drama, Western",6.6,490,Richard Donner,"Mel Gibson, Jodie Foster, James Garner","poker, mississippi, saloon, ship, native american"
216,The Naked Gun 33⅓: The Final Insult,Naked Gun,1994,"Comedy, Crime",6.4,535,Peter Segal,"Leslie Nielsen, Priscilla Presley, George Kennedy","undercover, spoof"
217,The Paper,,1994,"Comedy, Drama",6.1,40,Ron Howard,"Michael Keaton, Robert Duvall, Glenn Close","new york, research, success, murder"
218,Reality Bites,,1994,Drama,6.5,180,Ben Stiller,"Winona Ryder, Ben Stiller, Janeane Garofalo","roommate, camcorder"
219,Red Rock West,,1993,"Crime, Drama, Thriller",6.4,71,John Dahl,"Nicolas Cage, Dennis Hopper, Lara Flynn Boyle","sheriff, hitman, neo-noir"
220,Ri¢hie Ri¢h,Richie Rich,1994,"Comedy, Family",5.4,426,Donald Petrie,"Macaulay Culkin, John Larroquette, Edward Herrmann",family
221,The River Wild,,1994,"Action, Adventure, Crime, Thriller",6.1,214,Curtis Hanson,"Meryl Streep, David Strathairn, Kevin Bacon","river, boston, bank robber, marriage crisis, hostage-taking"
222,Speed,Speed,1994,"Action, Adventure, Crime",6.8,1814,Jan de Bont,"Keanu Reeves, Dennis Hopper, Sandra Bullock","bomb, airport, bus, highway"
223,Timecop,Timecop,1994,"Action, Crime, Science Fiction, Thriller",5.5,288,Peter Hyams,"Jean-Claude Van Damme, Mia Sara, Ron Silver","martial arts, time travel, science fiction"
224,True Lies,,1994,"Action, Thriller",6.8,1138,James Cameron,"Arnold Schwarzenegger, Jamie Lee Curtis, Tom Arnold","spy, terrorist, florida, gun, kidnapping"
225,When a Man Loves a Woman,,1994,"Drama, Romance",6.0,71,Luis Mandoki,"Andy García, Meg Ryan, Ellen Burstyn","wife husband relationship, new love, family, alcoholic"
226,Wolf,,1994,Fantasy,6.0,221,Mike Nichols,"Jack Nicholson, Christopher Plummer, James Spader","adultery, bite, werewolf"
227,Wyatt Earp,,1994,"Action, Drama, Western",6.5,203,Lawrence Kasdan,"Kevin Costner, Dennis Quaid, Gene Hackman","gunslinger, gambling, sheriff, wretch, historical figure"
228,"Faster, Pussycat! Kill! Kill!",,1965,"Action, Crime",6.5,59,Russ Meyer,"Tura Satana, Haji, Lori Williams","killing, eroticism, kidnapping, independent film"
229,Street Fighter,Street Fighter,1994,"Action, Adventure, Thriller",4.1,330,Steven E. de Souza,"Jean-Claude Van Damme, Raúl Juliá, Ming-Na Wen","dictator, martial arts, hostage, hostage-taking, united nations"
230,Highlander: The Final Dimension,Highlander,1994,"Action, Fantasy, Science Fiction",4.5,110,Andrew Morahan,"Christopher Lambert, Mario Van Peebles, Deborah Kara Unger","japan, new york, scotland, good and bad"
231,In the Mouth of Madness,,1994,"Horror, Mystery, Thriller",7.1,307,John Carpenter,"Sam Neill, Julie Carmen, Jürgen Prochnow","small town, paranoia, insanity, suspense, diner"
232,Above the Rim,,1994,"Crime, Drama",6.7,40,Jeff Pollack,"Duane Martin, Tupac Amaru Shakur, Bernie Mac",sport
233,Addams Family Values,Addams Family,1993,"Comedy, Family, Fantasy",6.5,537,Barry Sonnenfeld,"Raúl Juliá, Anjelica Huston, Christopher Lloyd","jealousy, baby, brother sister relationship, nanny, summer camp"
234,The Age of Innocence,,1993,"Drama, Romance",7.0,172,Martin Scorsese,"Daniel Day-Lewis, Michelle Pfeiffer, Winona Ryder","upper class, new york, lover, lawyer, 19th century"
235,Airheads,,1994,"Comedy, Crime",5.8,222,Michael Lehmann,"Brendan Fraser, Steve Buscemi, Adam Sandler","heavy metal, rock band"
236,The Air Up There,,1994,"Comedy, Family",5.1,42,Paul Michael Glaser,"Kevin Bacon, Charles Gitonga Maina, Yolanda Vazquez",sport
237,Another Stakeout,Stakeout,1993,"Action, Comedy",4.9,58,John Badham,"Richard Dreyfuss, Emilio Estevez, Rosie O'Donnell","cops, gangster, stakeout"
238,Bad Girls,,1994,"Action, Adventure, Comedy, Drama, Western",4.6,61,Jonathan Kaplan,"Madeleine Stowe, Mary Stuart Masterson, Andie MacDowell","female nudity, revenge"
239,The Beverly Hillbillies,,1993,Comedy,5.0,86,Penelope Spheeris,"Jim Varney, Diedrich Bader, Эрика Элениак","based on tv series, billionaire, woman director"
240,Beverly Hills Cop III,Beverly Hills Cop,1994,"Action, Comedy, Crime",5.5,445,John Landis,"Eddie Murphy, Judge Reinhold, Héctor Elizondo","detective, undercover, investigation, weapon, sequel"
241,Black Beauty,,1994,"Action, Adventure, Drama, Family",6.6,68,Caroline Thompson,"Alan Cumming, Sean Bean, David Thewlis","horse, country life, woman director"
242,Blink,,1994,"Crime, Drama, Mystery, Thriller",6.3,45,Michael Apted,"Madeleine Stowe, Aidan Quinn, James Remar","killer, blindness"
243,Blown Away,,1994,"Action, Drama, Thriller",6.0,126,Stephen Hopkins,"Jeff Bridges, Tommy Lee Jones, Suzy Amis","terrorist, boston, fireworks, concert, computer"
244,Blue Chips,,1994,Drama,5.7,41,William Friedkin,"Nick Nolte, Shaquille O'Neal, Mary McDonnell","sport, basketball, drama"
245,Body Snatchers,,1993,"Horror, Science Fiction, Thriller",5.8,102,Abel Ferrara,"Gabrielle Anwar, Terry Kinney, Billy Wirth","remake, alien, escape, soldier, alien invasion"
246,Boxing Helena,,1993,"Drama, Romance",4.5,59,Jennifer Chambers Lynch,"Julian Sands, Sherilyn Fenn, Bill Paxton","obsession, dream, kidnapping, nudity, suspense"
247,A Bronx Tale,,1993,"Crime, Drama",7.4,447,Robert De Niro,"Robert De Niro, Chazz Palminteri, Lillo Brancato","gambling, father son relationship, black people, italian, loyalty"
248,Carlito's Way,,1993,"Action, Crime, Drama, Thriller",7.7,805,Brian De Palma,"Al Pacino, Sean Penn, Penelope Ann Miller","prison, 1970s, release from prison, love, violence"
249,City Slickers II: The Legend of Curly's Gold,City Slickers,1994,"Action, Comedy, Drama, Western",4.9,103,Paul Weiland,"Billy Crystal, Daniel Stern, Jon Lovitz","gold, birthday, treasure hunt, cowboy"
250,Cliffhanger,,1993,"Action, Adventure, Thriller",6.1,600,Renny Harlin,"Sylvester Stallone, John Lithgow, Michael Rooker","mountain, airplane, hijacking, climbing, heist"
251,Coneheads,,1993,"Comedy, Family, Science Fiction",4.8,228,Steve Barron,"Robert Knott, Dan Aykroyd, Jane Curtin","extraterrestrial technology, alien life-form"
252,Color of Night,,1994,"Drama, Mystery, Romance, Thriller",5.4,117,Richard Rush,"Bruce Willis, Jane March, Rubén Blades","suicide, california, sex, secret identity, eroticism"
253,Dave,,1993,Comedy,6.3,205,Ivan Reitman,"Kevin Kline, Sigourney Weaver, Frank Langella","coma, white house, usa president, doppelganger"
254,Dazed and Confused,,1993,"Comedy, Drama",7.4,588,Richard Linklater,"Jason London, Rory Cochrane, Wiley Wiggins","1970s, texas, high school, comedy, coming of age"
255,Demolition Man,,1993,"Action, Crime, Science Fiction",6.4,1018,Marco Brambilla,"Sylvester Stallone, Wesley Snipes, Sandra Bullock","helicopter, martial arts, crime fighter, museum, future"
256,Farewell My Concubine,,1993,Drama,7.8,98,Chen Kaige,"Leslie Cheung, Gong Li, Zhang Fengyi","gay, china, society, independent film, best friend"
257,Fearless,,1993,Drama,6.8,80,Peter Weir,"Jeff Bridges, Isabella Rossellini, Rosie Perez","grief, disaster, guilt"
258,With Honors,,1994,"Comedy, Drama",6.1,54,Alek Keshishian,"Joe Pesci, Brendan Fraser, Moira Kelly","homeless person, college student"
259,For Love or Money,,1993,"Comedy, Romance",5.7,77,Barry Sonnenfeld,"Michael J. Fox, Gabrielle Anwar, Anthony Higgins","hotel, lover (female), deception"
260,The Firm,,1993,"Drama, Mystery, Thriller",6.6,513,Sydney Pollack,"Tom Cruise, Jeanne Tripplehorn, Gene Hackman","fbi, law, lawyer"
261,Free Willy,Free Willy,1993,"Adventure, Family",6.0,429,Simon Wincer,"Jason James Richter, Lori Petty, August Schellenberg","human animal relationship, whale, freedom, best friend, amusement park"
262,Fresh,,1994,"Crime, Drama, Thriller",7.6,56,Boaz Yakin,"Sean Nelson, Giancarlo Esposito, Samuel L. Jackson","war on drugs, drug traffic, drug dealer, childhood trauma, death of a child"
263,The Fugitive,The Fugitive / U.S. Marshals,1993,"Action, Adventure, Crime, Mystery, Thriller",7.2,1240,Andrew Davis,"Harrison Ford, Tommy Lee Jones, Sela Ward","chicago, showdown, undercover, chase, remake"
264,Geronimo: An American Legend,,1993,"Action, Drama, History, Western",5.9,44,Walter Hill,"Jason Patric, Wes Studi, Gene Hackman","historical figure, native american"
265,The Getaway,,1994,"Action, Drama, Thriller",5.4,81,Roger Donaldson,"Alec Baldwin, Kim Basinger, Michael Madsen",
266,Getting Even with Dad,,1994,"Comedy, Crime, Family",4.5,43,Howard Deutch,"Macaulay Culkin, Ted Danson, Glenne Headly",
267,Hard Target,Hard Target,1993,"Action, Adventure, Crime, Thriller",6.1,237,John Woo,"Jean-Claude Van Damme, Arnold Vosloo, Lance Henriksen","new orleans, mercenary, money, drifter, sailor"
268,Heaven & Earth,,1993,"Action, Drama, History, War",6.4,51,Oliver Stone,"Tommy Lee Jones, Robert John Burke, Timothy Carhart","vietnam, vietnam war, biography, dog"
269,Hot Shots! Part Deux,Hot Shots!,1993,"Action, Comedy, War",6.2,463,Jim Abrahams,"Charlie Sheen, Lloyd Bridges, Valeria Golino","swordplay, secret agent, parody, iraq war"
270,The Englishman Who Went Up a Hill But Came Down a Mountain,,1995,"Comedy, Drama, Romance",6.1,83,Christopher Monger,"Hugh Grant, Tara Fitzgerald, Colm Meaney","world war i, village"
271,The House of the Spirits,,1993,"Drama, Romance",6.7,135,Bille August,"Meryl Streep, Glenn Close, Jeremy Irons","farm, paranormal phenomena, domestic violence"
272,The Hudsucker Proxy,,1994,"Comedy, Drama",7.1,280,Joel Coen,"Tim Robbins, Jennifer Jason Leigh, Paul Newman","suicide, new york, corruption, journalist, inventor"
273,In the Army Now,,1994,Comedy,4.7,54,"Daniel Petrie, Jr.","Pauly Shore, Andy Dick, Lori Petty","education, u.s. army, friendship, war, unemployment"
274,In the Line of Fire,,1993,"Action, Crime, Drama, Mystery, Thriller",6.8,392,Wolfgang Petersen,"Clint Eastwood, Rene Russo, John Malkovich","cia, assassin, running, white house, usa president"
275,In the Name of the Father,,1993,Drama,7.6,363,Jim Sheridan,"Daniel Day-Lewis, Pete Postlethwaite, Emma Thompson","bomb, prison, father son relationship, based on novel, 1970s"
